SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	Unassigned.__.__.__.__.__.__	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_pseudolongum	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae_UCG.002.s__uncultured_bacterium	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Adlercreutzia.__	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Enterorhabdus.s__uncultured_bacterium	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uncultured_bacterium	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculaceae.s__uncultured_bacterium	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.__.__	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Erysipelatoclostridium.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.__.__	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Clostridium._innocuum_group.__	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__uncultured.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39.g__RF39.__	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39.g__RF39.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__Clostridia_UCG.014.g__Clostridia_UCG.014.__	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__Clostridia_UCG.014.g__Clostridia_UCG.014.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group.g__Clostridia_vadinBB60_group.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_1.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium.__	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_FCS020_group.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_NK4A136_group.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.001.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.006.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._fissicatena_group.__	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._ventriosum_group.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._xylanophilum_group.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__uncultured.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214_group.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.005.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__uncultured.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae_Sedis.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Paludicola.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcaceae.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__uncultured.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010.g__UCG.010.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group.g__.Eubacterium._coprostanoligenes_group.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__uncultured.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._nodatum_group.s__uncultured_bacterium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Romboutsia.s__uncultured_bacterium	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella.s__uncultured_bacterium	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia.s__uncultured_bacterium
CTRL1-S106	WT	CTRL1	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	368	0	291	85	79	0	1963	3050	0	79	0	0	0	8026	1518	0	0	4979	0	189	0	204	0	209	0	17	2	0	0	125	0	397	41	19	143	23	0	82	56	205	0	10	68	0	87	0	123	0	0	0	0	100	16	3	104	10	0	625	223	185
CTRL10-S112	WT	CTRL10	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	264	0	446	83	80	0	969	2074	0	35	0	14	0	7560	577	0	0	4815	0	117	0	250	5	143	0	0	0	0	0	235	0	165	38	133	93	80	0	61	59	395	0	0	26	0	56	0	127	0	24	0	8	102	0	9	111	0	0	96	50	208
CTRL2-S111	WT	CTRL2	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	230	0	319	60	56	0	1869	2178	0	90	0	11	0	6557	492	0	0	5151	0	87	0	487	0	164	0	23	0	7	0	147	0	162	65	122	74	61	0	67	72	383	0	0	70	0	108	8	86	0	21	0	13	99	9	0	104	6	3	85	131	113
CTRL3-S116	WT	CTRL3	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	667	0	0	57	110	0	2656	3112	0	175	0	0	0	8123	1703	0	0	5585	0	119	0	617	13	144	14	18	17	0	0	69	0	812	0	177	140	156	0	123	160	457	0	0	222	17	166	24	258	0	66	0	28	118	46	0	121	12	19	98	76	78
CTRL4-S121	WT	CTRL4	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	953	0	170	30	0	0	2460	2769	0	322	0	0	0	5810	653	0	0	6072	0	349	0	643	5	139	9	52	25	13	0	245	0	815	140	80	71	37	0	120	97	841	0	15	138	0	238	27	286	0	90	0	17	155	84	9	108	20	12	151	201	80
CTRL6-S131	WT	CTRL6	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	733	0	0	59	112	0	1262	2254	0	154	0	33	0	6124	1559	0	0	5391	9	224	0	495	4	201	0	18	0	0	0	23	0	373	0	106	68	81	0	141	154	308	0	4	209	15	135	8	197	0	51	0	25	100	35	0	130	7	4	100	28	90
CTRL7-S136	WT	CTRL7	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	884	0	187	55	79	0	1963	3175	0	272	0	0	0	6761	112	0	10	6509	0	0	0	62	5	0	0	7	39	0	0	180	0	1374	0	67	87	65	0	85	75	742	0	12	94	19	261	9	258	0	108	0	22	83	77	21	82	0	0	109	397	88
CTRL8-S141	WT	CTRL8	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	286	0	0	49	99	0	1365	2513	0	328	0	8	0	6338	1008	0	0	3710	10	137	0	89	35	121	17	27	0	0	0	0	0	956	8	103	27	34	0	102	111	495	0	0	178	0	300	29	407	0	49	0	12	111	59	0	89	11	12	45	101	122
CTRL9-S107	WT	CTRL9	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	453	0	0	38	72	0	822	1693	0	65	0	0	0	5044	866	0	0	3965	0	141	0	91	0	101	0	0	0	0	0	55	0	96	0	81	73	29	0	50	162	208	0	0	98	0	34	0	103	0	21	0	0	70	9	0	162	0	0	35	18	104
Neo1-S133	WT	Neo1	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	0	11	0	0	0	0	1834	696	83	0	0	0	0	7623	0	0	0	1002	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
Neo2-S138	WT	Neo2	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	30	169	0	0	0	99	6854	2743	594	0	15	104	0	12120	0	0	0	3759	0	0	64	0	13	86	0	0	0	0	0	0	0	97	0	0	152	119	454	0	0	720	81	0	300	0	23	0	46	17	55	18	0	0	0	0	81	0	0	0	68	1067
Neo3-S143	WT	Neo3	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	209	97	0	0	0	0	4785	1376	406	0	10	45	0	7583	0	16	0	3004	0	0	5	0	0	0	0	0	0	6	78	0	0	93	0	0	148	16	0	0	0	150	78	0	31	0	51	0	0	0	37	17	0	0	19	0	94	0	0	0	58	528
Neo4-S109	WT	Neo4	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	7	114	0	0	0	0	3535	1534	281	0	0	68	0	10130	0	0	0	3229	0	0	11	0	0	0	0	0	0	22	0	0	0	112	0	0	19	4	158	0	0	76	33	0	110	0	12	0	18	0	28	0	0	0	17	0	54	0	0	0	32	581
Neo5-S114	WT	Neo5	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	19	143	0	0	0	71	5091	2201	462	0	0	130	0	13663	10	15	0	1575	0	0	0	0	0	16	0	0	0	32	86	0	0	84	0	0	144	0	0	0	0	204	163	0	58	0	14	0	0	0	51	0	0	0	86	0	126	0	0	0	33	510
Neo6-S119	WT	Neo6	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	281	136	0	0	0	114	5776	1971	494	0	0	119	0	13429	0	32	0	4508	0	0	8	0	6	0	0	0	0	0	201	0	0	130	0	0	141	101	0	0	0	81	168	0	20	0	35	0	0	0	19	0	0	0	0	0	99	0	0	0	85	800
Neo7-S124	WT	Neo7	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	13	123	0	0	0	101	6098	1544	768	0	0	71	0	13292	0	0	0	2734	0	0	6	0	0	0	0	0	0	23	138	0	0	52	0	0	113	17	0	0	0	379	82	0	13	0	104	0	0	0	12	0	0	0	19	0	272	0	0	0	0	382
Neo8-S129	WT	Neo8	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	15	268	0	0	0	0	5172	2574	195	0	0	29	0	13620	0	0	0	3323	0	0	4	0	0	120	0	0	0	15	0	0	0	117	0	0	68	13	133	0	0	221	174	0	139	0	0	0	6	0	18	22	0	0	52	0	90	0	0	0	21	828
Neo9-S134	WT	Neo9	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	335	148	0	0	0	0	3342	1676	335	0	0	141	0	11514	0	15	0	3424	0	0	6	0	0	0	0	0	0	0	105	0	0	126	0	0	195	46	0	0	0	446	91	0	24	0	70	0	87	0	91	12	0	0	18	0	224	0	0	0	35	748
SMK-Neo1-S139	WT	SMK_Neo1	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	119	0	0	0	0	153	10858	1806	0	0	5	0	0	11208	0	0	0	2717	0	0	0	0	10	0	0	0	0	148	0	0	0	64	0	134	30	119	0	0	20	458	0	0	291	0	139	0	49	0	0	32	0	0	0	0	28	0	0	0	6	86
SMK-Neo3-S110	WT	SMK_Neo3	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	371	0	0	0	0	166	13794	701	0	0	0	1050	11	0	0	0	74	14	0	0	0	17	58	0	0	0	0	100	0	43	31	110	0	93	51	45	0	0	0	797	0	114	369	0	1212	0	322	22	216	187	0	0	0	0	86	0	0	0	12	302
SMK-Neo4-S115	WT	SMK_Neo4	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	98	0	0	0	0	172	11580	686	0	0	0	119	0	10416	0	0	0	1330	0	0	0	0	22	0	0	0	29	0	0	0	31	163	0	219	46	188	0	0	0	367	0	0	40	0	0	0	71	0	0	150	0	0	0	0	43	0	0	0	0	223
SMK-Neo5-S120	WT	SMK_Neo5	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	169	0	0	0	0	103	6672	1792	0	0	0	20	16	5921	0	0	0	628	0	0	0	0	20	0	0	0	20	120	0	0	17	375	0	22	21	128	0	0	0	1103	0	0	143	0	862	0	372	0	0	30	0	0	0	0	29	0	0	0	10	196
SMK-Neo6-S125	WT	SMK_Neo6	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	646	0	0	0	0	222	14691	663	0	0	0	598	95	36	0	0	0	2056	0	0	0	14	88	0	0	0	39	173	0	141	61	129	0	26	105	586	0	0	28	2649	0	0	381	0	1649	0	187	0	461	254	0	0	0	0	95	0	0	0	13	1373
