SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Unassigned.__.__.__.__.__	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Olsenella	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Enterorhabdus	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculum	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotellaceae_UCG.001	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenellaceae_RC9_gut_group	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Helicobacteraceae.g__Helicobacter	d__Bacteria.p__Deferribacterota.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__uncultured	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.__	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Erysipelatoclostridium	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dubosiella	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelothrix	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__uncultured	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	d__Bacteria.p__Firmicutes.c__Bacilli.o__Mycoplasmatales.f__Mycoplasmataceae.g__Ureaplasma	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39.g__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.f__Hungateiclostridiaceae.g__Ruminiclostridium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__Clostridia_UCG.014.g__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group.g__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus_Arthromitus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_1	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Defluviitaleaceae.g__Defluviitaleaceae_UCG.011	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.__	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_FCS020_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_NK4A136_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.001	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.006	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Tuzzerella	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._ventriosum_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._xylanophilum_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__uncultured	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.__	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.005	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__uncultured	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae_Sedis	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__uncultured	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010.g__UCG.010	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group.g__.Eubacterium._coprostanoligenes_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__uncultured	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family_XIII_UCG.001	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._brachy_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._nodatum_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Romboutsia	d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadaceae.g__Candidatus_Saccharimonas	d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__uncultured.g__uncultured	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Chlamydiaceae.g__Chlamydia	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.g__uncultured	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	d__Eukaryota.p__Parabasalia.__.__.__.__
ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	0	1083	0	198	5433	3	13280	115	0	0	0	0	3352	0	0	0	4	0	0	0	0	2	0	93	0	0	0	2774	11	2580	0	0	0	392	1308	0	0	43	28	623	24	58	634	131	103	33	3836	1022	15	292	430	28	234	0	1517	24	0	29	473	178	0	349	17	819	21	185	19	0	179	116	0	0	37	7	57	0	0	0	259	0	0	1691	0
ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	0	367	0	58	1188	0	6146	433	0	0	8	0	859	0	0	0	0	0	0	51	0	0	0	0	0	0	881	438	0	1207	0	0	0	0	354	0	0	0	16	479	0	12	110	68	57	14	4329	46	17	162	355	0	148	138	675	0	6	17	248	68	0	94	0	258	13	57	58	15	67	24	28	16	8	0	23	25	16	0	196	0	0	322	0
ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	0	887	9	42	3831	25	10713	523	130	0	329	4	2569	30	21	38	292	19	0	41	49	36	0	10	0	0	1180	713	9	3587	18	320	0	171	900	0	17	5	112	1140	213	17	178	108	306	12	4934	609	28	115	514	0	185	311	1771	16	13	45	443	115	19	145	17	729	83	159	46	57	181	34	90	51	9	10	21	41	80	0	336	24	0	564	137
ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	0	791	0	203	4794	0	8858	48	0	0	0	0	4643	0	0	0	0	0	0	0	0	11	0	41	0	0	0	3283	0	1615	0	0	0	111	2347	0	0	30	72	731	45	82	360	123	66	11	5323	1229	10	377	554	0	234	0	1575	7	0	14	531	97	27	216	5	748	65	163	126	0	165	44	0	23	7	0	65	0	0	0	441	0	0	662	0
ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	8	215	0	65	3558	200	7707	390	0	0	6	45	4742	0	79	0	832	0	11	122	0	27	0	8	0	0	13	991	0	2078	2	12	0	31	1625	0	12	9	0	1373	79	96	713	95	61	0	5114	1802	75	29	732	32	100	0	2433	0	24	30	1256	166	0	466	17	889	50	176	51	7	198	19	0	91	46	16	23	137	78	12	165	0	0	1220	13
ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	15	265	0	38	3287	158	7088	582	11	0	48	31	3602	0	56	26	705	0	10	166	0	32	0	0	0	0	39	857	0	2258	0	71	0	115	600	6	42	0	0	1861	191	31	563	90	109	18	3420	1378	72	11	308	31	65	15	2277	0	14	12	1029	170	7	336	64	607	77	176	146	7	132	18	0	106	61	8	0	295	260	6	318	0	0	2741	65
ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	0	1121	0	79	3600	0	13352	86	0	0	0	0	2837	0	0	0	0	0	0	0	0	13	0	42	0	0	0	2092	9	3995	0	0	0	14	598	0	0	9	0	434	40	61	449	106	134	15	2296	1796	0	181	311	0	240	0	1361	51	0	0	370	106	0	124	0	479	14	123	53	0	102	52	0	16	25	4	40	0	0	0	200	0	0	221	0
ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	15	726	14	68	3101	601	9106	644	0	0	0	215	2267	0	259	0	967	0	40	320	0	25	0	10	0	0	1464	466	8	2683	20	493	0	329	734	5	58	0	28	725	31	17	134	109	202	8	3985	990	47	132	415	35	107	67	2212	0	32	30	470	152	15	193	0	619	10	171	161	0	107	27	101	122	19	10	0	162	267	12	461	0	0	900	0
PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	39	846	23	124	4531	1511	10254	281	0	0	0	392	2103	0	1764	0	1084	0	9	170	0	104	31	0	596	0	629	1447	0	1503	30	1188	42	1968	1556	5	845	12	19	44	0	11	36	69	145	22	1362	0	271	58	318	107	84	0	4193	0	216	19	81	280	0	1131	0	984	26	174	0	0	461	20	0	300	6	7	10	578	161	1560	84	0	0	5	0
PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	44	1202	16	98	6788	2274	11385	524	0	0	0	474	2907	0	1508	0	574	0	45	382	0	0	7	0	674	0	839	768	0	2806	28	598	10	1124	830	7	906	0	0	107	0	9	96	47	250	28	1170	257	640	92	436	71	27	106	5310	0	255	43	134	176	0	381	0	578	28	133	0	0	175	16	0	442	30	21	0	586	171	526	95	0	0	10	0
PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	0	566	16	98	2407	882	5765	148	0	0	12	359	1320	0	1148	0	781	28	0	104	13	30	25	11	427	0	450	312	0	1544	106	292	7	430	504	45	237	0	0	71	26	10	113	40	155	18	1819	869	281	9	371	64	27	12	1873	5	68	21	111	174	8	509	0	212	12	70	0	0	206	30	0	143	7	9	11	265	99	298	128	9	5	0	177
PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	112	244	11	38	1864	437	4686	196	0	0	0	177	571	0	537	0	2363	0	41	197	0	0	24	11	190	0	189	221	0	146	13	167	10	262	151	19	60	0	0	137	0	21	35	162	139	19	1524	2566	127	0	94	30	102	23	3778	0	108	52	109	265	0	1137	0	755	4	58	0	0	278	13	0	365	12	6	16	120	74	142	48	0	0	6	0
PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	18	1008	87	126	3209	1846	16138	410	0	0	0	772	2536	0	1312	0	565	0	29	233	0	0	8	15	348	0	281	2504	0	3878	87	219	18	798	1276	149	947	0	14	184	26	0	240	328	286	70	1371	2310	79	147	782	32	0	0	3308	17	137	42	230	333	0	380	0	571	0	355	10	0	226	24	0	153	12	7	0	435	246	388	146	0	0	0	0
PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	19	921	42	97	4914	2454	11541	238	0	0	0	1254	5220	0	2091	0	1672	0	16	172	0	78	23	88	223	0	191	650	0	3921	229	324	37	473	1769	459	414	5	50	222	32	11	103	211	659	70	1354	27	262	300	1273	77	0	132	5717	11	141	15	363	251	29	367	0	974	0	489	21	0	378	11	0	384	17	14	22	250	491	349	103	0	0	0	6
PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	174	1090	51	177	1715	2171	14167	499	0	0	0	365	1657	0	950	0	824	0	62	937	0	0	11	0	652	0	759	1092	0	1229	45	454	0	762	732	0	508	0	0	93	0	0	41	109	140	42	2952	4500	257	11	289	45	22	20	4067	11	136	63	193	241	7	850	0	648	18	55	27	0	389	15	0	286	35	15	8	301	408	7	410	0	0	12	0
PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	3	705	102	159	6415	1344	12154	271	0	0	0	1143	4017	0	1849	0	5650	0	35	92	0	5	33	31	593	0	435	567	0	3458	114	201	38	627	1196	0	39	17	20	125	0	0	61	400	221	35	1980	1130	98	132	807	36	0	25	5511	0	301	24	303	226	0	705	0	608	0	384	0	0	259	48	0	164	6	14	37	158	592	1352	205	0	0	40	0
PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	0	1211	550	41	3338	763	7486	0	2821	364	4000	207	3270	970	426	1992	6439	3913	0	170	808	0	50	18	157	0	468	0	45	2109	69	0	0	220	866	0	0	0	479	12	286	0	17	59	75	30	2096	0	242	24	220	52	0	231	1158	0	109	98	527	100	15	69	11	255	136	164	0	7	17	15	0	174	32	53	11	0	54	1173	884	34	385	0	8816
PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	26	2158	323	115	6434	743	7909	84	2132	66	4264	103	3869	503	1049	1036	3628	113	0	61	583	0	10	14	280	0	85	0	0	2399	117	81	0	177	582	0	0	0	1105	182	1045	0	357	55	139	44	1869	0	17	84	2885	16	0	574	1908	4	211	204	451	148	20	282	0	353	336	473	0	0	129	17	0	474	21	47	21	0	661	7	801	454	141	0	5884
PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	20	1197	296	117	7482	415	7221	55	2978	77	3936	86	2469	168	633	1011	1525	23	0	32	640	0	26	78	286	0	93	0	0	2016	127	34	0	189	333	0	0	0	487	105	819	0	231	51	80	24	1878	0	16	57	1822	24	0	486	1669	6	190	194	433	182	9	355	0	338	178	422	0	0	135	31	0	441	17	30	41	0	433	0	1289	187	20	0	1383
PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	5	3538	1210	76	5784	147	9256	75	675	23	2144	47	1743	59	279	552	387	39	0	9	382	0	59	205	3341	170	350	0	0	5197	421	0	0	5	68	0	0	0	148	144	689	0	74	10	0	17	6828	1592	0	57	197	0	0	48	1300	0	130	58	64	99	0	38	0	199	197	92	0	0	40	0	0	117	16	0	15	0	61	4	2021	106	5	0	341
