index,Unassigned;__;__;__;__;__,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Coriobacteriaceae_UCG-002,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;__,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__uncultured,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Anaeroplasma,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__uncultured,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__RF39;g__RF39,d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__uncultured,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus_Arthromitus,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1,d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__A2,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASF356,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-001,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-006,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tuzzerella,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_xylanophilum_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__uncultured,d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-009,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__uncultured,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__uncultured,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__uncultured,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_UCG-001,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_brachy_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_nodatum_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Candidatus_Saccharimonas,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Rodentibacter,d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__uncultured,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,d__Eukaryota;p__Parabasalia;__;__;__;__,MouseModel,MouseID,NNKexp,FMTstatus,TumorImp,Study
A2-S3,0.0,5333.0,12.0,358.0,79.0,815.0,6653.0,697.0,20086.0,438.0,2243.0,624.0,5775.0,319.0,2713.0,282.0,921.0,1389.0,2074.0,170.0,26.0,50.0,1190.0,514.0,196.0,1446.0,0.0,4641.0,0.0,209.0,1496.0,6.0,0.0,29329.0,195.0,205.0,639.0,84.0,568.0,568.0,118.0,0.0,13.0,522.0,50.0,373.0,17.0,574.0,395.0,1019.0,136.0,4037.0,16.0,140.0,781.0,1005.0,50.0,0.0,1150.0,5094.0,76.0,100.0,148.0,326.0,370.0,93.0,357.0,68.0,888.0,146.0,167.0,31.0,59.0,0.0,377.0,0.0,0.0,197.0,25.0,29.0,30.0,51.0,0.0,863.0,396.0,411.0,0.0,0.0,90.0,0.0,0.0,12.0,WT,CtrlRec2,No,Recipient,Post,NNK-FMT
A3-S4,0.0,4462.0,11.0,181.0,44.0,502.0,5423.0,531.0,17456.0,458.0,1809.0,533.0,4095.0,230.0,2177.0,176.0,788.0,1126.0,1900.0,170.0,19.0,12.0,690.0,393.0,132.0,1241.0,0.0,3322.0,0.0,143.0,1035.0,8.0,0.0,34179.0,285.0,434.0,453.0,56.0,510.0,394.0,125.0,0.0,9.0,380.0,45.0,151.0,23.0,367.0,279.0,784.0,91.0,3512.0,9.0,85.0,692.0,848.0,34.0,0.0,856.0,3663.0,43.0,61.0,80.0,225.0,315.0,112.0,218.0,46.0,629.0,93.0,87.0,16.0,43.0,0.0,240.0,0.0,0.0,57.0,13.0,4.0,33.0,36.0,0.0,673.0,277.0,273.0,0.0,28.0,52.0,0.0,0.0,18.0,WT,CtrlRec3,No,Recipient,Post,NNK-FMT
A4-S5,0.0,8196.0,39.0,743.0,97.0,742.0,2878.0,283.0,13103.0,282.0,1571.0,33.0,4559.0,214.0,2576.0,429.0,318.0,890.0,3241.0,350.0,10.0,76.0,770.0,187.0,160.0,100.0,0.0,1947.0,130.0,8537.0,7.0,58.0,0.0,39942.0,48.0,83.0,0.0,0.0,45.0,42.0,33.0,0.0,6.0,153.0,242.0,301.0,7.0,338.0,142.0,413.0,69.0,12685.0,844.0,96.0,107.0,508.0,57.0,0.0,17.0,3771.0,22.0,108.0,180.0,132.0,259.0,13.0,294.0,0.0,498.0,424.0,316.0,15.0,15.0,0.0,124.0,4.0,0.0,112.0,0.0,32.0,45.0,23.0,73.0,93.0,0.0,1103.0,0.0,0.0,202.0,53.0,0.0,309.0,WT,CtrlRec4,No,Recipient,Post,NNK-FMT
A5-S6,0.0,7352.0,25.0,803.0,82.0,582.0,3730.0,665.0,19406.0,268.0,2841.0,181.0,4873.0,329.0,3511.0,237.0,637.0,1280.0,1796.0,129.0,45.0,79.0,762.0,1057.0,173.0,410.0,17.0,5978.0,0.0,581.0,2575.0,117.0,0.0,33356.0,194.0,197.0,424.0,14.0,184.0,124.0,590.0,0.0,7.0,84.0,340.0,168.0,83.0,272.0,104.0,280.0,87.0,3346.0,15.0,110.0,105.0,457.0,29.0,0.0,944.0,2700.0,45.0,102.0,63.0,175.0,260.0,91.0,260.0,53.0,610.0,56.0,137.0,17.0,94.0,0.0,205.0,241.0,0.0,96.0,6.0,25.0,19.0,114.0,0.0,673.0,4.0,433.0,0.0,0.0,135.0,0.0,0.0,0.0,WT,CtrlRec5,No,Recipient,Post,NNK-FMT
A6-S7,0.0,5607.0,0.0,166.0,64.0,717.0,5480.0,470.0,13345.0,197.0,1598.0,48.0,5861.0,208.0,3407.0,216.0,410.0,1224.0,2697.0,164.0,22.0,41.0,1441.0,556.0,505.0,164.0,11.0,500.0,84.0,4787.0,49.0,64.0,0.0,20225.0,87.0,118.0,0.0,0.0,43.0,208.0,160.0,0.0,6.0,198.0,95.0,205.0,19.0,406.0,186.0,270.0,74.0,9575.0,270.0,144.0,197.0,773.0,69.0,0.0,639.0,3947.0,21.0,139.0,195.0,151.0,372.0,49.0,321.0,0.0,615.0,273.0,229.0,27.0,49.0,0.0,166.0,5.0,0.0,377.0,0.0,17.0,82.0,65.0,97.0,84.0,0.0,644.0,0.0,0.0,114.0,9.0,0.0,57.0,WT,CtrlRec6,No,Recipient,Post,NNK-FMT
A7-S8,0.0,6179.0,17.0,535.0,77.0,790.0,1775.0,563.0,10750.0,187.0,1196.0,62.0,2625.0,127.0,2484.0,312.0,219.0,566.0,4297.0,912.0,120.0,690.0,997.0,1185.0,98.0,364.0,0.0,2126.0,0.0,343.0,3513.0,0.0,0.0,13629.0,53.0,101.0,28.0,0.0,103.0,103.0,359.0,0.0,16.0,135.0,653.0,497.0,86.0,516.0,240.0,925.0,196.0,7551.0,30.0,204.0,33.0,2240.0,135.0,0.0,670.0,5028.0,17.0,370.0,448.0,364.0,898.0,33.0,473.0,58.0,1152.0,440.0,544.0,14.0,88.0,0.0,505.0,102.0,0.0,463.0,8.0,57.0,189.0,37.0,61.0,223.0,0.0,237.0,0.0,0.0,99.0,65.0,0.0,387.0,WT,CtrlRec7,No,Recipient,Post,NNK-FMT
A8-S9,0.0,7878.0,10.0,96.0,84.0,550.0,4286.0,467.0,11542.0,216.0,1794.0,91.0,4010.0,194.0,3027.0,294.0,230.0,716.0,4515.0,171.0,7.0,23.0,667.0,71.0,177.0,250.0,13.0,219.0,90.0,3442.0,9.0,0.0,0.0,27122.0,19.0,305.0,0.0,13.0,15.0,121.0,451.0,0.0,0.0,241.0,31.0,159.0,0.0,373.0,89.0,149.0,30.0,4869.0,1409.0,61.0,116.0,445.0,35.0,0.0,215.0,2912.0,25.0,112.0,98.0,98.0,236.0,42.0,218.0,0.0,511.0,240.0,174.0,17.0,50.0,0.0,136.0,36.0,0.0,257.0,0.0,14.0,35.0,14.0,0.0,16.0,0.0,325.0,0.0,0.0,53.0,5.0,0.0,34.0,WT,CtrlRec8,No,Recipient,Post,NNK-FMT
B1-S10,18.0,483.0,11.0,92.0,75.0,972.0,8336.0,732.0,12981.0,923.0,5323.0,60.0,3595.0,141.0,2214.0,410.0,549.0,1691.0,1345.0,183.0,20.0,59.0,13.0,0.0,184.0,1029.0,0.0,1345.0,0.0,2200.0,509.0,0.0,0.0,23312.0,0.0,4.0,471.0,30.0,0.0,523.0,1259.0,0.0,0.0,0.0,137.0,0.0,0.0,743.0,105.0,304.0,22.0,2904.0,0.0,492.0,55.0,1091.0,101.0,0.0,410.0,4090.0,12.0,208.0,120.0,74.0,339.0,50.0,329.0,0.0,424.0,8.0,517.0,0.0,181.0,0.0,68.0,45.0,0.0,95.0,11.0,0.0,20.0,41.0,0.0,240.0,0.0,564.0,0.0,51.0,480.0,6.0,0.0,35.0,WT,NNKRec1,Yes,Recipient,Post,NNK-FMT
B10-S19,58.0,25.0,0.0,0.0,14.0,789.0,9979.0,1366.0,11881.0,395.0,3429.0,90.0,5164.0,391.0,4850.0,477.0,1387.0,1986.0,3165.0,451.0,743.0,89.0,23.0,0.0,67.0,113.0,0.0,23.0,0.0,53.0,510.0,0.0,0.0,20255.0,0.0,211.0,91.0,39.0,1109.0,700.0,43.0,0.0,14.0,0.0,83.0,0.0,37.0,268.0,290.0,760.0,71.0,7518.0,0.0,1770.0,75.0,1270.0,347.0,0.0,612.0,3398.0,29.0,370.0,15.0,672.0,598.0,33.0,671.0,0.0,1795.0,10.0,869.0,17.0,660.0,322.0,257.0,7.0,0.0,455.0,0.0,0.0,139.0,55.0,0.0,1366.0,481.0,75.0,0.0,169.0,1808.0,0.0,11.0,49.0,WT,NNKRec10,Yes,Recipient,Post,NNK-FMT
B2-S11,49.0,221.0,0.0,42.0,105.0,1971.0,10640.0,1038.0,18325.0,842.0,2289.0,53.0,5377.0,232.0,3248.0,0.0,562.0,2359.0,1928.0,889.0,860.0,1498.0,548.0,229.0,89.0,0.0,0.0,3424.0,0.0,4147.0,7.0,0.0,0.0,5438.0,0.0,10.0,0.0,43.0,280.0,147.0,1118.0,0.0,98.0,10.0,629.0,0.0,108.0,349.0,516.0,932.0,152.0,9205.0,0.0,6123.0,174.0,2598.0,0.0,0.0,308.0,11321.0,27.0,1317.0,0.0,129.0,2039.0,223.0,3533.0,0.0,3501.0,47.0,1907.0,58.0,156.0,0.0,782.0,0.0,0.0,756.0,25.0,101.0,348.0,93.0,0.0,539.0,355.0,496.0,0.0,0.0,145.0,330.0,0.0,2247.0,WT,NNKRec2,Yes,Recipient,Post,NNK-FMT
B3-S12,66.0,2685.0,20.0,408.0,71.0,1324.0,10547.0,844.0,18284.0,982.0,3411.0,72.0,3798.0,182.0,3052.0,1023.0,1037.0,1720.0,1211.0,131.0,29.0,51.0,16.0,0.0,402.0,1938.0,0.0,3420.0,0.0,6266.0,236.0,0.0,0.0,28929.0,0.0,125.0,676.0,35.0,917.0,44.0,456.0,0.0,24.0,0.0,55.0,0.0,52.0,680.0,174.0,1037.0,35.0,2720.0,725.0,474.0,43.0,829.0,76.0,0.0,222.0,3355.0,11.0,285.0,94.0,107.0,394.0,86.0,349.0,0.0,1254.0,6.0,289.0,0.0,91.0,0.0,164.0,0.0,0.0,59.0,11.0,0.0,20.0,96.0,0.0,318.0,244.0,1798.0,0.0,43.0,285.0,3.0,0.0,44.0,WT,NNKRec3,Yes,Recipient,Post,NNK-FMT
B4-S13,0.0,8444.0,0.0,63.0,0.0,959.0,7355.0,466.0,18038.0,270.0,4098.0,162.0,4907.0,229.0,1376.0,0.0,300.0,1521.0,1439.0,248.0,24.0,82.0,11.0,566.0,154.0,10.0,0.0,2659.0,0.0,5407.0,0.0,0.0,0.0,24979.0,0.0,260.0,0.0,20.0,311.0,95.0,304.0,0.0,7.0,16.0,51.0,0.0,8.0,270.0,97.0,259.0,35.0,3209.0,0.0,409.0,783.0,352.0,36.0,0.0,0.0,2742.0,18.0,164.0,20.0,0.0,362.0,71.0,442.0,0.0,452.0,37.0,359.0,13.0,10.0,0.0,66.0,0.0,0.0,58.0,40.0,8.0,32.0,113.0,0.0,67.0,0.0,977.0,0.0,85.0,70.0,7.0,0.0,102.0,WT,NNKRec4,Yes,Recipient,Post,NNK-FMT
B5-S14,69.0,6181.0,12.0,497.0,81.0,832.0,7534.0,303.0,18864.0,267.0,3622.0,248.0,4860.0,199.0,1794.0,158.0,422.0,1533.0,1961.0,498.0,21.0,135.0,13.0,1303.0,116.0,0.0,0.0,6062.0,0.0,7552.0,0.0,0.0,0.0,16849.0,0.0,28.0,0.0,54.0,66.0,103.0,545.0,0.0,17.0,151.0,105.0,0.0,0.0,427.0,189.0,251.0,49.0,5429.0,0.0,428.0,206.0,230.0,73.0,0.0,826.0,3884.0,10.0,320.0,0.0,57.0,402.0,35.0,83.0,0.0,1055.0,86.0,343.0,14.0,91.0,0.0,129.0,16.0,0.0,65.0,13.0,22.0,58.0,112.0,0.0,115.0,8.0,964.0,0.0,17.0,104.0,21.0,8.0,361.0,WT,NNKRec5,Yes,Recipient,Post,NNK-FMT
