index,Unassigned;__;__;__;__;__;__,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;__,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;__,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;__,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;__,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-001;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;__,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;__,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__uncultured_bacterium,d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;__,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum;s__uncultured_bacterium,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__uncultured_bacterium,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;__,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__uncultured_bacterium,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__uncultured;__,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Anaeroplasma;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;__;__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix;__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__RF39;g__RF39;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__Ruminiclostridium;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus_Arthromitus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitaleaceae_UCG-011;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__A2;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASF356;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-001;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-006;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tuzzerella;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_xylanophilum_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__uncultured;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-009;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcaceae;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_UCG-001;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_brachy_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_nodatum_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__uncultured_bacterium,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Candidatus_Saccharimonas;s__uncultured_bacterium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured;__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__uncultured_bacterium,d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;__,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__uncultured;__,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__uncultured_bacterium,d__Eukaryota;p__Parabasalia;__;__;__;__;__,MouseModel,MouseID,Cancer,SmokeExp,FMTstatus,TumorImp,Study
ControlDonor1-S84,0.0,1083.0,0.0,198.0,0.0,5433.0,3.0,13280.0,115.0,0.0,0.0,0.0,0.0,0.0,3352.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,93.0,0.0,0.0,0.0,2774.0,11.0,2580.0,0.0,0.0,0.0,392.0,1308.0,0.0,0.0,43.0,28.0,623.0,24.0,58.0,634.0,131.0,103.0,33.0,3836.0,1022.0,15.0,292.0,430.0,28.0,234.0,0.0,43.0,1474.0,24.0,0.0,29.0,473.0,178.0,0.0,349.0,17.0,819.0,21.0,185.0,19.0,0.0,179.0,116.0,0.0,0.0,37.0,7.0,57.0,0.0,0.0,0.0,259.0,0.0,0.0,1691.0,0.0,WT,FMT-CD1,NA,No,Donor,NA,Smoke-FMT
ControlDonor2-S85,0.0,367.0,0.0,58.0,0.0,1188.0,0.0,6146.0,433.0,0.0,0.0,8.0,0.0,0.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0,438.0,0.0,1207.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,16.0,479.0,0.0,12.0,110.0,68.0,57.0,14.0,4329.0,46.0,17.0,162.0,355.0,0.0,148.0,138.0,62.0,613.0,0.0,6.0,17.0,248.0,68.0,0.0,94.0,0.0,258.0,13.0,57.0,58.0,15.0,67.0,24.0,28.0,16.0,8.0,0.0,23.0,25.0,16.0,0.0,196.0,0.0,0.0,322.0,0.0,WT,FMT-CD2,NA,No,Donor,NA,Smoke-FMT
ControlDonor3-S86,0.0,887.0,9.0,42.0,18.0,3813.0,25.0,10713.0,523.0,130.0,0.0,329.0,4.0,0.0,2569.0,30.0,21.0,0.0,38.0,292.0,19.0,0.0,5.0,36.0,4.0,45.0,36.0,0.0,10.0,0.0,0.0,1180.0,713.0,9.0,3587.0,18.0,320.0,0.0,171.0,900.0,0.0,17.0,5.0,112.0,1140.0,213.0,17.0,178.0,108.0,306.0,12.0,4934.0,609.0,28.0,115.0,514.0,0.0,185.0,311.0,24.0,1747.0,16.0,13.0,45.0,443.0,115.0,19.0,145.0,17.0,729.0,83.0,159.0,46.0,57.0,181.0,34.0,90.0,51.0,9.0,10.0,21.0,41.0,80.0,0.0,336.0,24.0,0.0,564.0,137.0,WT,FMT-CD3,NA,No,Donor,NA,Smoke-FMT
ControlDonor4-S87,0.0,791.0,0.0,203.0,0.0,4794.0,0.0,8858.0,48.0,0.0,0.0,0.0,0.0,0.0,4643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,41.0,0.0,0.0,0.0,3283.0,0.0,1615.0,0.0,0.0,0.0,111.0,2347.0,0.0,0.0,30.0,72.0,731.0,45.0,82.0,360.0,123.0,66.0,11.0,5323.0,1229.0,10.0,377.0,554.0,0.0,234.0,0.0,44.0,1531.0,7.0,0.0,14.0,531.0,97.0,27.0,216.0,5.0,748.0,65.0,163.0,126.0,0.0,165.0,44.0,0.0,23.0,7.0,0.0,65.0,0.0,0.0,0.0,441.0,0.0,0.0,662.0,0.0,WT,FMT-CD4,NA,No,Donor,NA,Smoke-FMT
ControlDonor5-S88,8.0,215.0,0.0,65.0,0.0,3558.0,200.0,7707.0,390.0,0.0,0.0,6.0,45.0,0.0,4742.0,0.0,79.0,0.0,0.0,832.0,0.0,11.0,0.0,122.0,0.0,0.0,27.0,0.0,8.0,0.0,0.0,13.0,991.0,0.0,2078.0,2.0,12.0,0.0,31.0,1625.0,0.0,12.0,9.0,0.0,1373.0,79.0,96.0,713.0,95.0,61.0,0.0,5114.0,1802.0,75.0,29.0,732.0,32.0,100.0,0.0,25.0,2408.0,0.0,24.0,30.0,1256.0,166.0,0.0,466.0,17.0,889.0,50.0,176.0,51.0,7.0,198.0,19.0,0.0,91.0,46.0,16.0,23.0,137.0,78.0,12.0,165.0,0.0,0.0,1220.0,13.0,WT,FMT-CD5,NA,No,Donor,NA,Smoke-FMT
ControlDonor6-S89,15.0,265.0,0.0,38.0,19.0,3268.0,158.0,7088.0,582.0,11.0,0.0,48.0,31.0,0.0,3602.0,0.0,56.0,9.0,17.0,705.0,0.0,10.0,0.0,166.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,39.0,857.0,0.0,2258.0,0.0,71.0,0.0,115.0,600.0,6.0,42.0,0.0,0.0,1861.0,191.0,31.0,563.0,90.0,109.0,18.0,3420.0,1378.0,72.0,11.0,308.0,31.0,65.0,15.0,80.0,2197.0,0.0,14.0,12.0,1029.0,170.0,7.0,336.0,64.0,607.0,77.0,176.0,146.0,7.0,132.0,18.0,0.0,106.0,61.0,8.0,0.0,295.0,260.0,6.0,318.0,0.0,0.0,2741.0,65.0,WT,FMT-CD6,NA,No,Donor,NA,Smoke-FMT
ControlDonor7-S90,0.0,1121.0,0.0,79.0,0.0,3600.0,0.0,13352.0,86.0,0.0,0.0,0.0,0.0,0.0,2837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,42.0,0.0,0.0,0.0,2092.0,9.0,3995.0,0.0,0.0,0.0,14.0,598.0,0.0,0.0,9.0,0.0,434.0,40.0,61.0,449.0,106.0,134.0,15.0,2296.0,1796.0,0.0,181.0,311.0,0.0,240.0,0.0,30.0,1331.0,51.0,0.0,0.0,370.0,106.0,0.0,124.0,0.0,479.0,14.0,123.0,53.0,0.0,102.0,52.0,0.0,16.0,25.0,4.0,40.0,0.0,0.0,0.0,200.0,0.0,0.0,221.0,0.0,WT,FMT-CD7,NA,No,Donor,NA,Smoke-FMT
ControlDonor8-S91,15.0,726.0,14.0,68.0,0.0,3101.0,601.0,9106.0,644.0,0.0,0.0,0.0,215.0,0.0,2267.0,0.0,259.0,0.0,0.0,967.0,0.0,40.0,0.0,320.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,1464.0,466.0,8.0,2683.0,20.0,493.0,0.0,329.0,734.0,5.0,58.0,0.0,28.0,725.0,31.0,17.0,134.0,109.0,202.0,8.0,3985.0,990.0,47.0,132.0,415.0,35.0,107.0,67.0,19.0,2193.0,0.0,32.0,30.0,470.0,152.0,15.0,193.0,0.0,619.0,10.0,171.0,161.0,0.0,107.0,27.0,101.0,122.0,19.0,10.0,0.0,162.0,267.0,12.0,461.0,0.0,0.0,900.0,0.0,WT,FMT-CD8,NA,No,Donor,NA,Smoke-FMT
PostcntrFMT1-S116,39.0,846.0,23.0,124.0,0.0,4531.0,1511.0,10254.0,281.0,0.0,0.0,0.0,392.0,0.0,2103.0,0.0,1764.0,0.0,0.0,1084.0,0.0,9.0,0.0,170.0,0.0,0.0,104.0,31.0,0.0,596.0,0.0,629.0,1447.0,0.0,1503.0,30.0,1188.0,42.0,1968.0,1556.0,5.0,845.0,12.0,19.0,44.0,0.0,11.0,36.0,69.0,145.0,22.0,1362.0,0.0,271.0,58.0,318.0,107.0,84.0,0.0,0.0,4193.0,0.0,216.0,19.0,81.0,280.0,0.0,1131.0,0.0,984.0,26.0,174.0,0.0,0.0,461.0,20.0,0.0,300.0,6.0,7.0,10.0,578.0,161.0,1560.0,84.0,0.0,0.0,5.0,0.0,WT,FMT-CR1,Pancreatic,No,Recipient,Post,Smoke-FMT
PostcntrFMT2-S117,44.0,1202.0,16.0,98.0,0.0,6788.0,2274.0,11385.0,524.0,0.0,0.0,0.0,474.0,0.0,2907.0,0.0,1508.0,0.0,0.0,574.0,0.0,45.0,0.0,382.0,0.0,0.0,0.0,7.0,0.0,674.0,0.0,839.0,768.0,0.0,2806.0,28.0,598.0,10.0,1124.0,830.0,7.0,906.0,0.0,0.0,107.0,0.0,9.0,96.0,47.0,250.0,28.0,1170.0,257.0,640.0,92.0,436.0,71.0,27.0,106.0,0.0,5310.0,0.0,255.0,43.0,134.0,176.0,0.0,381.0,0.0,578.0,28.0,133.0,0.0,0.0,175.0,16.0,0.0,442.0,30.0,21.0,0.0,586.0,171.0,526.0,95.0,0.0,0.0,10.0,0.0,WT,FMT-CR2,Pancreatic,No,Recipient,Post,Smoke-FMT
PostcntrFMT3-S118,0.0,566.0,16.0,98.0,0.0,2407.0,882.0,5765.0,148.0,0.0,0.0,12.0,359.0,0.0,1320.0,0.0,1148.0,0.0,0.0,781.0,28.0,0.0,0.0,104.0,0.0,13.0,30.0,25.0,11.0,427.0,0.0,450.0,312.0,0.0,1544.0,106.0,292.0,7.0,430.0,504.0,45.0,237.0,0.0,0.0,71.0,26.0,10.0,113.0,40.0,155.0,18.0,1819.0,869.0,281.0,9.0,371.0,64.0,27.0,12.0,0.0,1873.0,5.0,68.0,21.0,111.0,174.0,8.0,509.0,0.0,212.0,12.0,70.0,0.0,0.0,206.0,30.0,0.0,143.0,7.0,9.0,11.0,265.0,99.0,298.0,128.0,9.0,5.0,0.0,177.0,WT,FMT-CR3,Pancreatic,No,Recipient,Post,Smoke-FMT
PostcntrFMT4-S119,112.0,244.0,11.0,38.0,0.0,1864.0,437.0,4686.0,196.0,0.0,0.0,0.0,177.0,0.0,571.0,0.0,537.0,0.0,0.0,2363.0,0.0,41.0,0.0,197.0,0.0,0.0,0.0,24.0,11.0,190.0,0.0,189.0,221.0,0.0,146.0,13.0,167.0,10.0,262.0,151.0,19.0,60.0,0.0,0.0,137.0,0.0,21.0,35.0,162.0,139.0,19.0,1524.0,2566.0,127.0,0.0,94.0,30.0,102.0,23.0,5.0,3773.0,0.0,108.0,52.0,109.0,265.0,0.0,1137.0,0.0,755.0,4.0,58.0,0.0,0.0,278.0,13.0,0.0,365.0,12.0,6.0,16.0,120.0,74.0,142.0,48.0,0.0,0.0,6.0,0.0,WT,FMT-CR4,Pancreatic,No,Recipient,Post,Smoke-FMT
PostcntrFMT5-S120,18.0,1008.0,87.0,126.0,0.0,3209.0,1846.0,16138.0,410.0,0.0,0.0,0.0,772.0,0.0,2536.0,0.0,1312.0,0.0,0.0,565.0,0.0,29.0,0.0,233.0,0.0,0.0,0.0,8.0,15.0,348.0,0.0,281.0,2504.0,0.0,3878.0,87.0,219.0,18.0,798.0,1276.0,149.0,947.0,0.0,14.0,184.0,26.0,0.0,240.0,328.0,286.0,70.0,1371.0,2310.0,79.0,147.0,782.0,32.0,0.0,0.0,0.0,3308.0,17.0,137.0,42.0,230.0,333.0,0.0,380.0,0.0,571.0,0.0,355.0,10.0,0.0,226.0,24.0,0.0,153.0,12.0,7.0,0.0,435.0,246.0,388.0,146.0,0.0,0.0,0.0,0.0,WT,FMT-CR5,Pancreatic,No,Recipient,Post,Smoke-FMT
PostcntrFMT6-S121,19.0,921.0,42.0,97.0,0.0,4914.0,2454.0,11541.0,238.0,0.0,0.0,0.0,1254.0,0.0,5220.0,0.0,2091.0,0.0,0.0,1672.0,0.0,16.0,0.0,172.0,0.0,0.0,78.0,23.0,88.0,223.0,0.0,191.0,650.0,0.0,3921.0,229.0,324.0,37.0,473.0,1769.0,459.0,414.0,5.0,50.0,222.0,32.0,11.0,103.0,211.0,659.0,70.0,1354.0,27.0,262.0,300.0,1273.0,77.0,0.0,132.0,0.0,5717.0,11.0,141.0,15.0,363.0,251.0,29.0,367.0,0.0,974.0,0.0,489.0,21.0,0.0,378.0,11.0,0.0,384.0,17.0,14.0,22.0,250.0,491.0,349.0,103.0,0.0,0.0,0.0,6.0,WT,FMT-CR6,Pancreatic,No,Recipient,Post,Smoke-FMT
PostcntrFMT7-S122,174.0,1090.0,51.0,177.0,0.0,1715.0,2171.0,14167.0,499.0,0.0,0.0,0.0,365.0,0.0,1657.0,0.0,950.0,0.0,0.0,824.0,0.0,62.0,0.0,937.0,0.0,0.0,0.0,11.0,0.0,652.0,0.0,759.0,1092.0,0.0,1229.0,45.0,454.0,0.0,762.0,732.0,0.0,508.0,0.0,0.0,93.0,0.0,0.0,41.0,109.0,140.0,42.0,2952.0,4500.0,257.0,11.0,289.0,45.0,22.0,20.0,0.0,4067.0,11.0,136.0,63.0,193.0,241.0,7.0,850.0,0.0,648.0,18.0,55.0,27.0,0.0,389.0,15.0,0.0,286.0,35.0,15.0,8.0,301.0,408.0,7.0,410.0,0.0,0.0,12.0,0.0,WT,FMT-CR7,Pancreatic,No,Recipient,Post,Smoke-FMT
